Time,Return,Drawdown
December 2010,0.04275877130595545,0.0
January 2011,0.02264557398008682,0.0
February 2011,0.015012355180461687,-0.0027225178324746828
March 2011,0.01492731595906223,-0.037854104755751426
April 2011,0.02341617835639941,-0.02046668690878386
May 2011,-0.013500952766930663,-0.034709305828381824
June 2011,0.004632738026698066,-0.03737400872441016
July 2011,-0.035374393278588566,-0.035374393278588566
August 2011,-0.05287731294369715,-0.13013814760451198
September 2011,-0.06061008396834689,-0.06215438324272868
October 2011,0.10772303853581014,-0.028451028573080368
November 2011,0.02354132983985729,-0.04892962502958351
December 2011,0.010461376898472223,-0.03152065868558797
January 2012,0.043583062218506184,0.0
February 2012,0.03141031883629573,0.0
March 2012,0.02502019944158439,-0.022363878465291153
April 2012,-0.007497452709270526,-0.03541431910300912
May 2012,-0.06792476538101416,-0.07867293056603154
June 2012,0.06581953024399721,0.0
July 2012,0.012597574126154493,-0.02011512841082226
August 2012,0.02272926390031419,-0.007503669258934773
September 2012,0.02423615369647718,-0.0022323757612253054
October 2012,-0.02238157150538647,-0.024742289837536416
November 2012,-0.007992429389210264,-0.05201774442844468
December 2012,0.007068230463864503,-0.009709217384585507
January 2013,0.05042809651957857,0.0
February 2013,0.0009979116398632878,-0.01673312797884068
March 2013,0.03358581981669414,0.0
April 2013,0.022660722586484324,-0.013161217038418657
May 2013,0.03035321949030626,0.0
June 2013,-0.01499930163606275,-0.035352063697168534
July 2013,0.04382153162247974,-0.000544908246180319
August 2013,-0.0432956371700705,-0.04475444247293121
September 2013,0.029749523177239164,0.0
October 2013,0.036306807669616484,-0.023333362241887846
November 2013,0.025073251983323008,-0.008225284891703754
December 2013,0.023562791550492842,-0.016884451854745065
January 2014,-0.03558290567516267,-0.04012207286558411
February 2014,0.04311702997659531,-0.022831919721464523
March 2014,0.006932165607935751,-0.009852346921275125
April 2014,-0.000832698132794119,-0.037034917826011655
May 2014,0.021176575032099534,-0.008472820512224748
June 2014,0.0190583316589206,0.0
July 2014,-0.02161327264058365,-0.02161327264058365
August 2014,0.04063058464268564,-0.008092916295234035
September 2014,-0.015513837223063775,-0.01865856286821362
October 2014,0.03693941594938742,-0.042992376031908704
November 2014,0.024533588760364804,-0.002948426875214659
December 2014,0.0026589338655510293,-0.03929988376514216
January 2015,-0.031040805790470347,-0.03216759490622387
February 2015,0.05489251101455415,0.0
March 2015,-0.017396106913756218,-0.030534573532905847
April 2015,0.01253590090723261,0.0
May 2015,-0.0004269554868393389,-0.013347374639851249
June 2015,-0.02302371679167061,-0.025614111421574735
July 2015,0.012717778298074823,-0.014797137388769118
August 2015,-0.0625808181672027,-0.11228519902602009
September 2015,0.0032291209224855175,-0.016762001411964458
October 2015,0.08084964568716456,0.0
November 2015,0.0005048692607240066,-0.027085288310765954
December 2015,-0.02791263573038445,-0.04617067168354316
January 2016,-0.050735321972946425,-0.09032065047355527
February 2016,-0.0036867581296940446,-0.056873871399947845
March 2016,0.04114035180194003,0.0
April 2016,-0.003608670430701144,-0.014893039573954813
May 2016,0.015324602357572539,-0.012230673219724384
June 2016,-0.00022386713024554868,-0.047057887673441066
July 2016,0.033595733919584814,-0.006847477275030954
August 2016,5.060851815264321e-05,-0.00636161966804435
September 2016,-0.0011931155727853391,-0.02077060924128926
October 2016,-0.019425679279557573,-0.019425679279557573
November 2016,0.0412413052847904,-0.012567972725773872
December 2016,0.02179290500582047,0.0
January 2017,0.017884358171464866,0.0
February 2017,0.0368887904158492,0.0
March 2017,-0.013873349530484934,-0.022692312845373246
April 2017,0.0090912085493182,-0.014292857560139514
May 2017,0.009826937748761103,-0.013105411721905146
June 2017,-0.0027366183709617996,-0.004395025530519304
July 2017,0.019348826118030724,-0.00563664938909437
August 2017,-0.0018980337246319444,-0.020514082011678432
September 2017,0.017286167108670585,-0.007550806819975494
October 2017,0.022188135330349593,0.0
November 2017,0.026448408973551656,-0.005714591754752361
December 2017,0.01188021298170718,-0.004901163090936232
January 2018,0.05617870444413308,0.0
February 2018,-0.03832412092448666,-0.08539393677768051
March 2018,-0.013743219318276965,-0.033390938616219765
April 2018,0.0027187751316432034,-0.022337423419752662
May 2018,0.01901083700032721,-0.009443298379267218
June 2018,-0.005942324456322386,-0.012795281429578087
July 2018,0.03602155622136709,-0.0018945712976288873
August 2018,0.021799496569032805,0.0
